NoName,Address,City,State,Zip,id,link,name,phone,AUTO_UNIQUE_ID_2017-12-10_leogodin217_dsst-locations,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
197,112 BROOKLEY AVENUE,WASHINGTON,DC,20023,7180,http://www.umuc.edu/,UMUC NATIONAL TESTING CENTER - JOINT BASE ANACOSTIA-BOLLING,301) 887-7183,198,USCGeocoder,29,1,4.1,,6c2ec92b-e77c-4e78-9923-3d1730ea360b,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,96.5680473372781,FeatureClassBased,ReturnAll,,AddressPoint,,,0,38.8439924,-77.0112459,Relaxed
198,25 MASSACHUSETTS AVENUE,WASHINGTON,DC,20001,8956,http://phoenix.edu,UNIVERSITY OF PHOENIX - WASHINGTON DC CAMPUS,571) 227-7083,199,USCGeocoder,29,1,4.1,,7097b560-608a-4987-9b4e-18410265fc21,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.6331360946746,FeatureClassBased,ReturnAll,,AddressPoint,,,0,38.8984654,-77.0104167,Relaxed
199,"DOVER, DE   19901-2277",302,,6143,9464,http://www.desu.edu/,DELAWARE STATE UNIVERSITY,302-857-SNOW (WEATHER LINE),200,USCGeocoder,5,1,4.1,,35ebec36-7891-4eae-8dac-c796da2551a2,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,41.790844,-72.66892,Exact
200,"1007 ORANGE STREET, SUITE 500",WILMINGTON,DE,19801,8594,http://www.springfieldcollege.edu/,SPRINGFIELD COLLEGE,302-658-5720 X214,201,USCGeocoder,26,1,4.1,,d05ef146-dbc5-4145-bdf5-df3c1571332f,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,95.8579881656805,FeatureClassBased,ReturnAll,,AddressPoint,,,0,39.7468383,-75.5492704,Relaxed
201,"240 CONTINENTAL DRIVE, SUITE 108",NEWARK,DE,19713,9730,http://www.strayer.edu/,STRAYER UNIVERSITY,302-292-6129,202,USCGeocoder,29,1,4.1,,cc148c66-6dae-4cb0-97e0-21dd569c10e9,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,39.6862056,-75.6599269,Exact
202,"436 FSS/FSDE, 261 CHAD STREET, ROOM 301",DOVER,DE,19902,7121,http://www.wilmu.edu/,WILMINGTON UNIVERSITY,302-674-8726,203,USCGeocoder,198,1,4.1,,d0d84404-c2ed-4c02-b2d8-c2e0ffd282ac,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,39.120867,-75.478601,Exact
203,5250 17TH STREET,SARASOTA,FL,34235,8212,http://www.argosyu.edu/,ARGOSY UNIVERSITY,941-379-0404,204,USCGeocoder,203,1,4.1,,11b169de-bea3-4d14-8b07-125b27957ba6,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,27.351228,-82.4650343,Exact
204,1403 N. HOWARD AVENUE,TAMPA,FL,33607,9042,http://www.argosyu.edu/,ARGOSY UNIVERSITY,813-463-7165,205,USCGeocoder,95,1,4.1,,4ee962f6-2367-4789-9531-b7796c8a37b3,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2659.83565132041,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,27.9551977081263,-82.4823803692064,Exact
205,"5200 VINELINE ROAD, STE 100",ORLANDO,FL,32811,9685,http://www.belhaven.edu,BELHAVEN COLLEGE,407) 379-0114,206,USCGeocoder,41,1,4.1,,c435612f-afe9-4af4-948d-0a2792a3b764,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,93.3431952662722,FeatureClassBased,ReturnAll,,AddressPoint,,,0,28.4876978,-81.4417237,Relaxed;Soundex
206,3800 S. LECANTO HIGHWAY,LECANTO,FL,9026,7712,http://www.cf.edu/,CENTRAL FLORIDA COMMUNITY COLLEGE,352-249-1213,207,USCGeocoder,32,1,4.1,,bc70bef7-e81e-4ce7-b429-de7ab6a5d686,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,0,28.8087503,-82.4893422,Relaxed
207,"3001 SW COLLEGE ROAD, BUILDING #5, 205 H",OCALA,FL,34474,8717,http://www.cf.edu/,CENTRAL FLORIDA COMMUNITY COLLEGE,352) 854-2322 EX. 1332,208,USCGeocoder,92,1,4.1,,a5f8e62a-650d-40fe-8abd-37c02765bf02,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,545091.062744512,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.1656994198403,-82.1780327628031,Exact
208,"250 CHAMBERS AVENUE, BUILDING 634, SUITE 023",NAS PENSACOLA,PE,32508,7217,http://military.coastline.edu/,COASTLINE COMMUNITY COLLEGE,850-455-9577,209,USCGeocoder,164,1,4.1,,dbb1fe82-9fb7-440a-9077-f5d36b52edaa,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,30.353315,-87.276065,Exact
209,"2600 TECHNOLOGY DRIVE, SUITE 100",ORLANDO,FL,32804,9819,http://www.ccis.edu/nationwide/orlando/,COLUMBIA COLLEGE,407-293-9911,210,USCGeocoder,28,1,4.1,,1bb4fda8-8624-489e-a15b-4a11ed3bded2,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,28.5552878,-81.412687,Exact
210,"1020 CENTRAL AVENUE, E-1",PATRICK AIR FORCE BASE,AI,32925,7128,http://www.ccis.edu/nationwide/pafb/,COLUMBIA COLLEGE,321-783-5506,211,USCGeocoder,264,1,4.1,,8dc4abd0-cfe4-4f85-9646-a44ab255acbc,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,28.229987,-80.623528,Exact
211,3865 NORTH WICKHAM ROAD (10-218),MELBOURNE,FL,32935,8816,http://www.easternflorida.edu,EASTERN FLORIDA STATE COLLEGE,321) 433-5876,212,USCGeocoder,30,1,4.1,,3e1706f0-6c7e-426f-8501-506566427f74,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,99.3491124260355,FeatureClassBased,ReturnAll,,AddressPoint,,,0,28.1687926,-80.6684165,Relaxed
212,"SPECIAL PROGRAMS DIVISION, 4200 54TH AVENUE SOUTH",ST PETERSBURG,PE,33711,9551,http://www.eckerd.edu/,ECKERD COLLEGE,727) 864-8366,213,USCGeocoder,6,1,4.1,,e0759c6c-48e3-4d04-b842-ab0577fdd486,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,27.751284,-82.687336,Exact
213,110 SUNSHINE MANOR,TALLAHASSEE,FL,32307,9099,http://www.famu.edu/,FLORIDA A &AMP; M UNIVERSITY,850-599-3333,214,USCGeocoder,155,1,4.1,,ef68caf6-f5ec-4bf1-bf5f-4b2edcb00f20,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,30.431483,-84.288359,Exact
214,777 GLADES ROAD,BOCA RATON,RA,33431,7726,http://www.fau.edu/,FLORIDA ATLANTIC UNIVERSITY,561) 297-3160,215,USCGeocoder,30,1,4.1,,d441c5e6-c3a8-49fd-99d2-5136ab62ebcf,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,26.3694333,-80.1022866,Exact
215,"10501 FGCU BLVD SOUTH, MCTARNAGHAN HALL, ROOM 204",FORT MYERS,MY,33965,9713,http://studentservices.fgcu.edu/testing,FLORIDA GULF COAST UNIVERSITY,239-590-7955,216,USCGeocoder,31,1,4.1,,b2228804-8073-4ce9-bb99-38b7eea09c2e,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,26.4641912,-81.7730159,Exact
216,11200 SW 8TH ST,MIAMI,FL,33199,8000,https://testing.fiu.edu,FLORIDA INTERNATIONAL UNIVERSITY,305) 348-2116,217,USCGeocoder,226,1,4.1,,5c7f1130-bad3-4b93-a58f-332d8df77840,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4682.51463221351,LinearInterpolationAddressRange,StreetSegment,98.9940828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,25.7610546584462,-80.3761954941713,Relaxed
217,3000 N.E. 151ST STREET,NORTH MIAMI,MI,33181,9463,http://testing.fiu.edu,FLORIDA INTERNATIONAL UNIVERSITY (BISCAYNE BAY CAMPUS),305) 919-4043,218,USCGeocoder,402,1,4.1,,8abf11aa-4fac-4d52-8ae7-3c92cac609e3,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,25.902791,-80.15129,Exact
218,5901 COLLEGE ROAD,KEY WEST,WE,33040,8524,http://www.fkcc.edu/,FLORIDA KEYS COMMUNITY COLLEGE,305-809-3250 X250,219,USCGeocoder,63,1,4.1,,ae9eb929-291b-48a2-84e0-3822cb324c36,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,473611.845477343,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,24.5861494079817,-81.747780245303,Relaxed
219,15800 NW 42ND AVE,MIAMI GARDENS,GA,33054,7793,http://www.fmuniv.edu//,FLORIDA MEMORIAL UNIVERSITY,305-626-3600,220,USCGeocoder,290,1,4.1,,86509136-938c-43eb-b5fa-9710913d7252,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,25.90529,-80.25716,Exact
220,111 LAKE HOLLINGSWORTH DRIVE,LAKELAND,FL,5698,9466,http://www.flsouthern.edu/,FLORIDA SOUTHERN COLLEGE,863-680-4299,221,USCGeocoder,36,1,4.1,,28c6e66c-90d8-4db6-a8f0-c8b88c8c1736,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,0,28.0304608,-81.9441528,Relaxed
221,5640 NEW WORLD AVE,JACKSONVILLE,FL,32221,7711,http://www.fscj.edu/mydegree/campuses/cecil-center/,FLORIDA STATE COLLEGE AT JACKSONVILLE - CECIL CENTER,904-779-4129,222,USCGeocoder,28,1,4.1,,f24efad1-70e7-456b-896f-569fcbff5668,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,30.2502191,-81.8907353,Exact
222,9911 OLD BAYMEADOWS RD,JACKSONVILLE,FL,32256,8554,http://www.fscj.edu/mydegree/campuses/deerwood-center/,FLORIDA STATE COLLEGE AT JACKSONVILLE - DEERWOOD CAMPUS,904) 997-2619,223,USCGeocoder,126,1,4.1,,815a76ce-347f-4216-bbdc-f403777d72f9,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,16298.1952302828,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.2215015836379,-81.5530570515374,Relaxed
223,101 WEST STATE ST. ROOM 1021,JACKSONVILLE,FL,32202,9683,http://www.fscj.edu/,FLORIDA STATE COLLEGE- DOWNTOWN,904-632-5077,224,USCGeocoder,33,1,4.1,,d323b81f-18dc-47b4-9cf1-08b733936b6e,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,99.3491124260355,FeatureClassBased,ReturnAll,,AddressPoint,,,0,30.3348134,-81.6589211,Relaxed
224,"KENT CAMPUS, 3939 ROOSEVELT, BLDG A, RM 104",JACKSONVILLE,FL,32205,8621,http://www.fccj.org/,FLORIDA STATE COLLEGE- KENT CAMPUS,904-381-3705,225,USCGeocoder,5,1,4.1,,5bc184f4-d553-480f-8e05-7ffe1cad0819,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,30.30316,-81.726849,Exact
225,"BLDG 110, ROOM 16, YORKTOWN AVENUE",JACKSONVILLE,FL,32212,7102,http://www.fscj.edu/,FLORIDA STATE COLLEGE- NAS JAX,904-632-5009,226,USCGeocoder,5,1,4.1,,3e64a531-83b8-475d-b39f-53f5ba97c7fe,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,30.209823,-81.688591,Exact
226,"JACKSONVILLE CAMPUS, 4501 CAPPER ROAD",JACKSONVILLE,FL,32218,9682,http://www.fscj.edu/,FLORIDA STATE COLLEGE- NORTH CAMPUS,904-766-6708,227,USCGeocoder,6,1,4.1,,4ca123cc-433f-4ebd-9714-074c6be29e4e,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,30.461492,-81.625786,Exact
227,"460 MASSEY AVENUE, BLDG #460",MAYPORT,FL,32228,7104,http://www.fscj.edu/,FLORIDA STATE COLLEGE - NS MAYPORT,904.632.5009,228,USCGeocoder,157,1,4.1,,99846955-e752-4e79-9378-5283e904496c,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,30.388853,-81.433191,Exact
228,"11901 BEACH BOULEVARD, BUILDING U, ROOM 120",JACKSONVILLE,FL,32246,9681,http://www.fscj.edu/,FLORIDA STATE COLLEGE- SOUTH CAMPUS,904-646-2040,229,USCGeocoder,43,1,4.1,,750d5eee-01f5-4e23-886a-1aaefebd0f92,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,30.2918081,-81.509296,Exact
229,921 BEACON BEACH ROAD,TYNDALL AFB,AF,32403,7182,http://www.gulfcoast.edu/,GULF COAST STATE COLLEGE,850-283-4332,230,USCGeocoder,31,1,4.1,,80b11561-e25b-45d4-81eb-de5985647a8c,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,30.0758711,-85.6057338,Exact
230,1780 W. 49 STREET ROOM 1220-01,HIALEAH,FL,33012,9628,http://www.mdc.edu/main/testing,MIAMI DADE COLLEGE - HIALEAH CAMPUS,305) 237-8759,231,USCGeocoder,161,1,4.1,,db1e1581-a35c-4bcd-a9b8-1ccf791bac01,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,6652.773665905,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,25.8646667635118,-80.3187463991867,Exact
231,"HOMESTEAD, FL   33030",305,,5198,9627,http://www.mdc.edu/homestead/,MIAMI DADE COLLEGE - HOMESTEAD CAMPUS,http://www.mdc.edu/main/testing,232,USCGeocoder,10,1,4.1,,1c7b2a75-b66c-4883-951f-a64fc9d5e04e,99,Unmatchable,Unmatchable,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unmatchable,0,FeatureClassBased,ReturnAll,,Unmatchable,,,0,0,0,
232,"950 NW 20TH ST, TESTING, RM 1303",MIAMI,FL,33127,8731,http://www.mdc.edu/main/testing,MIAMI DADE COLLEGE - MEDICAL CAMPUS,305) 237-4275,233,USCGeocoder,96,1,4.1,,7118b4d0-70f1-4a4e-8806-dc8190b6e7df,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,25.7946126,-80.2103891,Exact
233,"NORTH TESTING, 11380 NW 27TH AVENUE, ROOM 1160",MIAMI,FL,3418,9629,http://www.mdc.edu/north/,MIAMI DADE COLLEGE NORTH CAMPUS,305) 237-1015,234,USCGeocoder,15,1,4.1,,0915de5a-9305-4dd1-9229-9443881fdb28,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,145.204,ArealInterpolationGeometricCentroid,City,100,FeatureClassBased,ReturnAll,,CityCentroid,,,0,25.7752563723416,-80.2088512058982,Exact
234,"3800 NW 115 AVENUE, ROOM 2110",MIAMI,FL,33178,8348,http://www.mdc.edu/main/testing,MIAMI DADE COLLEGE WEST CAMPUS,305) 237-8536,235,USCGeocoder,188,1,4.1,,43542935-801f-4b12-b4fb-e4df2212fb36,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,39917.6403744221,ArealInterpolationGeometricCentroid,Parcel,99.7485207100592,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,25.8084318224157,-80.3846450862819,Relaxed;Soundex
235,"300 NE 2ND AVENUE, ROOM 3104",MIAMI,FL,33132,9626,http://www.mdc.edu/main/testing,MIAMI DADE COLLEGE - WOLFSON CAMPUS,305) 237-3188,236,USCGeocoder,32,1,4.1,,582aaa12-2721-4ae8-b976-c7f6ca43341e,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,25.7774765,-80.1906272,Exact
236,100 COLLEGE BLVD E.,NICEVILLE,FL,32578,7150,http://www.nwfsc.edu/,NORTHWEST FLORIDA STATE COLLEGE,850) 729-6016,237,USCGeocoder,82,1,4.1,,39cf37b9-815f-4f6e-a621-fb63585a4bf3,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,489905.017394453,ArealInterpolationGeometricCentroid,Parcel,97.6331360946746,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.5385863591247,-86.4734853063298,Relaxed
237,221 LUKASIK AVENUE,HURLBURT FIELD,FI,32544,7114,http://www.nwfsc.edu/,NORTHWEST FLORIDA STATE COLLEGE - HURLBURT AFB,850) 200-4190,238,USCGeocoder,151,1,4.1,,d5e2b8d8-c43a-4929-808c-770f827f54e1,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,30.421136,-86.695646,Exact
238,"TTC/COUS - STUDENT AFFAIRS BLDG., 2ND FL., 3301 COLLEGE AVENUE",FORT LAUDERDALE,LA,33314,9876,http://www.nova.edu/,NOVA SOUTHEASTERN UNIVERSITY,954-262-8373,239,USCGeocoder,6,1,4.1,,d198fc4e-c92e-4c52-af84-e0e67466c0a8,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,26.070011,-80.219723,Exact
239,1000 COLLEGE BLVD.,PENSACOLA,FL,32504,9800,http://www.pensacolastate.edu,PENSACOLA STATE COLLEGE,850-484-1659,240,USCGeocoder,81,1,4.1,,dfa4f5f5-a7c9-4719-a0e9-541f6cd7b5f9,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,158742.109068185,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.4787033771189,-87.2037959978644,Relaxed
240,5988 HIGHWAY 90,MILTON,FL,1798,8772,http://www.pensacolastate.edu/,PENSACOLA STATE COLLEGE - MILTON CAMPUS,850) 484-4410,241,USCGeocoder,393,1,4.1,,96ee20c6-6abf-4414-9f06-f9f19f21cb90,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,14712195.1346284,ArealInterpolationGeometricCentroid,City,100,FeatureClassBased,ReturnAll,,CityCentroid,,,0,30.628545231042,-87.0526515627078,Exact
241,5555 WEST HIGHWAY 98,PENSACOLA,FL,1097,8786,http://www.pensacolastate.edu,PENSACOLA STATE COLLEGE-WARRINGTON CAMPUS,850) 484-1076,242,USCGeocoder,216,1,4.1,,e29fb028-2c72-48e4-9e1b-5af62d3fc962,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,42.160733,-72.839797,Exact
242,"8102 CONDOR STREET, BUILDING 252",MACDILL AFB,AF,33621,7177,http://www.saintleo.edu/,SAINT LEO UNIVERSITY,813-840-0259,243,USCGeocoder,46,1,4.1,,3011770f-251e-4df4-a981-181c60513b48,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,27.8505004,-82.4895038,Exact
243,"NAVAL AIR STATION KEY WEST, BLDG A-718, ESSEX CIRCLE",KEY WEST,WE,9033,7337,http://www.saintleo.edu/,SAINT LEO UNIVERSITY,305-293-2847,244,USCGeocoder,5,1,4.1,,554e3e55-c0ab-462c-a79f-48904ae73684,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,0,0,Exact
244,325 NW TURNER DAVIS DRIVE,MADISON,FL,32340,9408,http://www.saintleo.edu/,SAINT LEO UNIVERSITY,850-973-3356,245,USCGeocoder,100,1,4.1,,8f02de1d-63cc-4eff-b60c-a62e5102bb40,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,392452.845932454,ArealInterpolationGeometricCentroid,Parcel,99.7485207100592,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.4749279171322,-83.4221242715696,Relaxed
245,"1120 EAST KENNEDY BLVD, SUITE 238",TAMPA,FL,33602,8320,http://www.saintleo.edu/,SAINT LEO UNIVERSITY,813-226-2777,246,USCGeocoder,99,1,4.1,,15e38b2e-396f-4e91-953f-d14191735818,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,27.9511657,-82.4479439,Exact
246,149 SOUTHEAST COLLEGE PLACE,LAKE CITY,CI,8307,9378,http://www.saintleo.edu/,SAINT LEO UNIVERSITY - LAKE CITY CENTER,386-752-6866,247,USCGeocoder,55,1,4.1,,8163d1c0-ff85-42b9-8dfd-2383d7c2fc84,99,Unmatchable,ExceptionOccurred,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unknown,0,FeatureClassBased,ReturnAll,,Unmatchable,,,0,0,0,
247,3000 NW 83RD ST,GAINSVILLE,FL,32606,9470,http://www.sfcc.edu/,SANTA FE COMMUNITY COLLEGE,352-395-5791,248,USCGeocoder,42,1,4.1,,ccd9a893-4ccb-43a5-b334-e8e6ee9ea150,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,29.6813836,-82.433199,Exact
248,7959,SCHOOL OF VIRTUAL AND ACADEMIC EXCELLENCE,OF,,7959,"MIAMI, FL   33186",SCHOOL OF VIRTUAL AND ACADEMIC EXCELLENCE,13416 SW 131ST STREET,249,USCGeocoder,15,1,4.1,,f4a51d3f-d571-40df-ada6-24b74fca9b68,99,Unmatchable,Unmatchable,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unmatchable,0,FeatureClassBased,ReturnAll,,Unmatchable,,,0,0,0,
249,"850 S. STATE ROAD, SUITE A-103",ALTAMONTE SPRINGS,SP,32714,7805,http://www.seminolestate.edu/,SEMINOLE STATE COLLEGE OF FLORIDA - ALTAMONTE SPRINGS CAMPUS,407) 404-6137,250,USCGeocoder,166,1,4.1,,880331be-fb91-449c-be7e-a13b7b899e25,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,28.66652,-81.413231,Exact
